#,Title,Artist,Album,Source,Duration,Acousticness,Artist Country,Danceability,Energy,Explicit,Liveness,Genres,Popularity,Speechiness
179,What You Give,Funkommunity,Chequered Thoughts,My Saved Tracks,5:07,0.424,,0.779,0.540,No,0.077,—,26,0.230
180,Jedi,Tom McGuire & the Brassholes,Stay Rad,My Saved Tracks,4:05,0.252,,0.535,0.568,No,0.171,—,38,0.046
181,2young,Stop Light Observations,oRANGE.,My Saved Tracks,3:45,0.117,US,0.704,0.661,No,0.389,—,56,0.044
182,Love Thy Soul,Calimossa,Honey Days,My Saved Tracks,3:13,0.063,US,0.825,0.542,No,0.121,—,46,0.301
183,Body Language,Jesse Roper,Horizons,My Saved Tracks,3:28,0.313,CA,0.549,0.624,No,0.640,"blues, funk",50,0.211
184,Hard Up,The Bamboos,Hard Up (Deluxe Version),My Saved Tracks,4:15,0.007,AU,0.782,0.922,No,0.073,—,48,0.050
185,Only Lonely,The Ballroom Thieves,Paper Crown,My Saved Tracks,3:37,0.898,US,0.425,0.276,No,0.096,—,40,0.029
186,Pensamientos míos,Los Hermanos Reyes,Antología (1961-1979),My Saved Tracks,4:23,0.692,,0.415,0.667,No,0.362,—,8,0.045
187,Pensamientos Mios,Amigos De Gines,Cantandole a las Sevillanas,My Saved Tracks,4:25,0.715,,0.452,0.630,No,0.330,—,16,0.059
188,All You Ever Wanted,Rag'n'Bone Man,Life By Misadventure,My Saved Tracks,3:06,0.001,GB,0.409,0.886,No,0.117,"r&b, neo soul, blues, pop soul, soul",54,0.084
189,Lovers In A Past Life (with Rag'n'Bone Man),Calvin Harris,96 Months,My Saved Tracks,2:40,0.071,GB,0.752,0.793,No,0.135,"dance-pop, edm, electronic, electropop, electro house, nu disco, progressive house, festival progressive house, funktronica, dance, pop, club, uk garage, synth-pop, melodic techno, melodic house, hip house, complextro, house, electro-disco, disco, contemporary r&b",52,0.042
190,Off the Wall,Cyrille Aimee,It's a Good Day,My Saved Tracks,3:02,0.783,FR,0.695,0.582,No,0.118,"vocal jazz, jazz",16,0.074
191,Thank You,Morgan,North,My Saved Tracks,4:18,0.183,GB,0.680,0.625,No,0.165,—,0,0.038
192,De Camino a la Vereda,Buena Vista Social Club,Buena Vista Social Club,My Saved Tracks,5:03,0.849,CU,0.630,0.462,No,0.125,"afro-cuban jazz, son cubano, jazz, latin, folk, pilón, bolero son",61,0.041
193,Skate,Bruno Mars,An Evening With Silk Sonic,My Saved Tracks,3:23,0.037,US,0.708,0.598,No,0.170,"pop, funk, r&b, soul, rock",62,0.029
194,Somos Uno,Club del Río,Sustancia,My Saved Tracks,4:01,0.596,ES,0.435,0.439,No,0.100,—,16,0.039
195,Cuida a tu madre,Club del Río,Todo alrededor,My Saved Tracks,3:11,0.024,ES,0.517,0.856,No,0.094,—,0,0.041
196,Sal a pasear,Club del Río,Canciones Inestimables,My Saved Tracks,3:56,0.938,ES,0.398,0.198,No,0.097,—,0,0.035
197,Desde el amor,Club del Río,Desde el amor,My Saved Tracks,2:53,0.792,ES,0.378,0.406,No,0.121,—,0,0.030
198,Ain't No Sunshine,Sivuca,Loose & Juicy,My Saved Tracks,4:49,0.305,BR,0.623,0.567,No,0.064,—,35,0.030
199,Three Little Birds - Bob Marley: One Love - Music Inspired By The Film,Kacey Musgraves,Three Little Birds (Bob Marley: One Love - Music Inspired By The Film),My Saved Tracks,4:01,0.197,US,0.625,0.492,No,0.103,"country, country pop, contemporary country, easy listening, americana, alternative country",55,0.026
200,A Tu Merced,Bad Bunny,YHLQMDLG,My Saved Tracks,2:55,0.169,PR,0.860,0.791,No,0.106,"reggaeton, trap latino, latin, hip hop",79,0.057
201,Lobo Amigo - Sesión en Tuétano Estudio,Club del Río,Club (Sesiones en Tuétano Estudio),My Saved Tracks,3:19,0.840,ES,0.540,0.287,No,0.102,—,38,0.039
202,Vale la Pena,Juan Luis Guerra 4.40,Ni Es Lo Mismo Ni Es Igual,My Saved Tracks,3:27,0.244,DO,0.730,0.916,No,0.035,"latin pop, bachata, merengue, salsa, latin",70,0.050
203,Smile Again,Broken Back,Smile Again,My Saved Tracks,2:18,0.093,,0.700,0.816,No,0.033,—,38,0.142
204,Days Like This,Van Morrison,Days Like This,My Saved Tracks,3:17,0.658,,0.660,0.541,No,0.093,"folk rock, blue-eyed soul, rock, folk, chamber folk, soft rock, singer-songwriter, contemporary folk, folk pop",6,0.058
205,Slow It Down,Benson Boone,Fireworks & Rollerblades,My Saved Tracks,2:41,0.174,US,0.432,0.583,No,0.093,"pop rock, pop",83,0.069
206,Sunny Day,MR TOUT LE MONDE,SUN,My Saved Tracks,3:12,0.512,FR,0.451,0.422,No,0.139,—,66,0.043
207,Small Change,DON WEST,Small Change,My Saved Tracks,2:45,0.794,AU,0.759,0.720,No,0.299,—,71,0.042
208,slip,anees,summer camp,My Saved Tracks,3:03,0.320,,0.725,0.363,No,0.174,"hip hop, r&b, soul",59,0.406
209,Gotta Good Feelin',Pigeon John,Gotta Good Feelin',My Saved Tracks,3:22,0.089,US,0.666,0.799,No,0.350,—,0,0.055
210,Booty Swing,Parov Stelar,"The Princess, Pt. Two",My Saved Tracks,3:17,0.260,AT,0.850,0.669,No,0.103,"electro swing, electronic, nu jazz, trip hop, house",16,0.047
211,Antes nubes,Club del Río,Canciones Inestimables,My Saved Tracks,3:22,0.971,ES,0.578,0.307,No,0.112,—,0,0.037
212,Shotgun,George Ezra,Staying at Tamara's,My Saved Tracks,3:21,0.286,GB,0.673,0.735,No,0.242,"indie folk, blues, indie rock, folk, rock, alternative rock, indie pop, pop, singer-songwriter",78,0.046
213,El Fin del Mundo,La La Love You,La la Love You Bonus,My Saved Tracks,3:08,0.001,ES,0.602,0.866,No,0.094,—,15,0.047
214,All in You - Extended,Synapson,All In You,My Saved Tracks,6:03,0.051,FR,0.853,0.524,No,0.104,"electro, nu disco, deep house",24,0.098
215,Baby Boo,Yera,Baby Boo,My Saved Tracks,2:47,0.150,CO,0.757,0.804,No,0.271,latin,29,0.038
216,Soldadito de Hierro,Nil Moliner,Bailando en la batalla,My Saved Tracks,2:22,0.870,ES,0.716,0.344,No,0.095,—,51,0.140
217,Que Me Lleve el Aire,Luis Cortés,Que Me Lleve el Aire,My Saved Tracks,2:50,0.301,ES,0.635,0.766,No,0.145,—,55,0.048
218,Tainted Love,Milky Chance,Trip Tape,My Saved Tracks,2:59,0.539,DE,0.843,0.335,No,0.147,"indie folk, folktronica, indie pop",59,0.102
219,Vacaciones,Estopa,Voces de Ultrarumba,My Saved Tracks,3:12,0.509,ES,0.738,0.803,No,0.163,"rumba flamenca, flamenco pop, pop rock, rock, flamenco",62,0.048
220,C'est La Mort,Canserbero,Muerte,My Saved Tracks,7:39,0.417,VE,0.735,0.732,No,0.091,"hip hop, rap rock",59,0.282
221,Music Sounds Better with You,NEIL FRANCES,Music Sounds Better with You,My Saved Tracks,3:18,0.274,US,0.927,0.525,No,0.067,—,70,0.067
222,Drive,Halsey,BADLANDS (Deluxe),My Saved Tracks,4:18,0.239,US,0.464,0.585,No,0.133,"alternative pop, electropop, pop, alternative rock, contemporary r&b, alternative r&b, indie pop, synth-pop, rock, dance, hip hop, country, art pop, pop rock",55,0.058
223,LongLiveLee (Prod. by AJ Starr),Connor Gilbert,The Critical Connect,My Saved Tracks,2:34,0.644,,0.827,0.494,No,0.159,—,28,0.489
224,El Principio de algo,La La Love You,Blockbuster,My Saved Tracks,2:27,0.015,ES,0.615,0.914,No,0.400,—,12,0.052
225,Palabra Prohibida,Samuraï,Palabra Prohibida,My Saved Tracks,2:56,0.841,ES,0.539,0.252,No,0.108,—,60,0.033
226,Yo Que Se,Javi Medina,Yo Que Se,My Saved Tracks,2:59,0.503,ES,0.895,0.712,No,0.098,—,34,0.115
227,Cuelga tú,Locoplaya,Cuelga tú,My Saved Tracks,3:38,0.163,ES,0.536,0.696,No,0.412,—,42,0.336
228,Armas,Ede,Armas,My Saved Tracks,3:05,0.918,DE,0.484,0.230,No,0.378,—,34,0.098
229,SAXOCONE,WENZL,SAXOCONE,My Saved Tracks,2:24,0.330,,0.639,0.439,No,0.183,—,0,0.087
230,Disco Cone - Instrumental,WENZL,Disco Cone (Instrumental),My Saved Tracks,2:41,0.043,,0.737,0.745,No,0.365,—,36,0.060
231,Hey Now - When I Give You All My Lovin',Romare,"Love Songs, Pt. 1",My Saved Tracks,2:26,0.786,GB,0.866,0.342,No,0.178,"house, downtempo",57,0.053
232,Going Crazy,Kathel,Kathel Music,My Saved Tracks,3:03,0.087,,0.811,0.469,No,0.105,—,2,0.106
233,Love On The Brain,Trinix Remix,Love On The Brain,My Saved Tracks,2:54,0.537,,0.568,0.398,No,0.178,—,54,0.454
234,Rosa (Que Linda Eres),Trinix Remix,Rosa (Que Linda Eres),My Saved Tracks,2:38,0.089,,0.789,0.821,No,0.367,—,59,0.130
235,Hits 2023,Trinix Remix,Hits 2023,My Saved Tracks,2:08,0.036,,0.495,0.760,No,0.064,—,58,0.053
236,peppermint,lavender,all will be well,My Saved Tracks,2:15,0.852,GB,0.490,0.507,No,0.099,—,43,0.167
237,City Park Dreams,Classik,City Park Dreams,My Saved Tracks,2:54,0.218,CA,0.678,0.853,No,0.896,"boom bap, alternative hip hop, jazz rap, conscious hip hop, hip hop",27,0.275
238,Stay,PLÜM,Stay,My Saved Tracks,2:54,0.015,,0.702,0.669,No,0.440,"electronic, edm",63,0.039
239,No Te Irás Jamás,El Niño de la Hipoteca,Operación Guitarra Sessions,My Saved Tracks,3:39,0.826,,0.711,0.212,No,0.107,—,18,0.077
240,Everybody's Inn,Funky Destination,We Are All Shining Stars,My Saved Tracks,3:18,0.161,HR,0.691,0.940,No,0.276,"house, dance",31,0.036
241,Somebody to Love (Trust),The Deadbeat Cousins,Get By (With Me),My Saved Tracks,3:02,0.617,US,0.720,0.651,No,0.109,—,33,0.032
242,U Shake Me,Roll Mega,U Shake Me,My Saved Tracks,3:31,0.092,,0.839,0.834,No,0.117,—,30,0.133
243,Zombie,zaj,Zombie,My Saved Tracks,2:57,0.332,,0.680,0.417,No,0.184,—,40,0.038
244,Secrets,Sera Lilith Gold,Home,My Saved Tracks,5:39,0.501,,0.438,0.320,No,0.138,—,8,0.035
245,Nos vamos,Kofem,Erci,My Saved Tracks,2:45,0.363,,0.862,0.525,No,0.108,—,0,0.104
246,The Denial Twist,The White Stripes,Get Behind Me Satan,My Saved Tracks,2:35,0.337,US,0.514,0.756,No,0.135,"alternative rock, indie rock, blues rock, garage rock, garage rock revival, garage punk",54,0.147
247,Gatluak - Bakermat Remix,Kronan,Gatluak (Bakermat Remix),My Saved Tracks,2:19,0.078,,0.581,0.647,No,0.304,—,66,0.061
248,Calle Pero Fino,El Jhota,Calle Pero Fino,My Saved Tracks,3:18,0.361,,0.683,0.677,No,0.082,—,50,0.368
249,SÚBELO,Foyone,SÚBELO,My Saved Tracks,2:26,0.489,ES,0.648,0.806,No,0.077,—,20,0.465
250,Louisa,The Teskey Brothers,Half Mile Harvest,My Saved Tracks,3:04,0.259,AU,0.731,0.670,No,0.169,"blues rock, soul",35,0.059
251,Shackles,Steven Rodriguez,Shackles,My Saved Tracks,2:34,0.256,US,0.744,0.499,No,0.065,—,68,0.475
252,Say Hallelujah,Tracy Chapman,Let It Rain,My Saved Tracks,2:08,0.566,US,0.850,0.320,No,0.353,"folk rock, blues rock, contemporary folk, singer-songwriter, folk pop, pop, folk, rock",41,0.049
253,i am not who i was,Chance Peña,i am not who i was,My Saved Tracks,2:25,0.703,US,0.697,0.220,No,0.089,"indie folk, indie pop",68,0.042
254,Hit the Road Jack,Ray Charles,True Genius,My Saved Tracks,1:59,0.704,US,0.598,0.571,No,0.513,"soul, jazz, blues, r&b, jazz blues",76,0.139
255,Crying Shame,The Teskey Brothers,Half Mile Harvest,My Saved Tracks,3:52,0.299,AU,0.906,0.330,No,0.133,"blues rock, soul",60,0.036
256,My Baby Just Cares for Me (2013 - Remaster),Nina Simone,Little Girl Blue (2013 - Remaster),My Saved Tracks,3:35,0.829,US,0.747,0.243,No,0.090,"jazz, soul, blues, vocal jazz, r&b, soul jazz, folk, pop soul, classical",61,0.124
257,High Rollers Only,Gonzo Salamanca,High Rollers Only,My Saved Tracks,3:57,0.000,,0.448,0.787,No,0.328,—,11,0.054
258,Beggin,Krmoni,Beggin,My Saved Tracks,2:17,0.001,BR,0.739,0.796,No,0.129,—,34,0.034
259,Pumped Up Kicks,Madism,Pumped Up Kicks,My Saved Tracks,2:25,0.152,NL,0.669,0.687,No,0.308,—,65,0.043
260,Amelie,Valeria Castro,Amelie,My Saved Tracks,3:19,0.897,ES,0.597,0.077,No,0.119,—,42,0.050
261,Nueva Normalidad,Chukky,Nueva Normalidad,My Saved Tracks,3:30,0.633,,0.662,0.490,No,0.088,—,25,0.243
262,Princesa Mononoke - En Acústico,Mi Hermano y Yo,Princesa Mononoke (En Acústico),My Saved Tracks,1:42,0.911,,0.609,0.186,No,0.112,—,28,0.106
263,Montaña,Club del Río,Un Sol Dentro,My Saved Tracks,3:00,0.874,ES,0.711,0.304,No,0.118,—,40,0.051
264,Do You Have Soul?,Calvin Loron,Do You Have Soul?,My Saved Tracks,2:37,0.202,,0.855,0.592,No,0.098,—,0,0.083
265,El Palmar,Luis Fercán,El Palmar,My Saved Tracks,3:07,0.900,ES,0.593,0.216,No,0.155,—,29,0.056
266,Pebbles On My Road,Akshin Alizadeh,Street Bangerz Volume 8,My Saved Tracks,3:12,0.052,AZ,0.735,0.729,No,0.133,"electro-funk, electronic, hip hop",46,0.039
267,More Than Abstract Hip-Hop - Mounika. Remix,Degiheugi,Remixed Treasures,My Saved Tracks,2:02,0.786,,0.707,0.606,No,0.109,—,0,0.062
268,Musical Gymnastics,Dafuniks,Enter the Sideshow Groove,My Saved Tracks,1:42,0.076,,0.788,0.557,No,0.059,—,37,0.091
269,The Duck,Belleruche,The Express,My Saved Tracks,3:10,0.052,GB,0.914,0.517,No,0.090,—,6,0.059
270,Grande giocatore,Lipka,Grande giocatore,My Saved Tracks,3:40,0.000,,0.878,0.555,No,0.052,—,50,0.175
271,Imagine,DJ Nu-Mark,"Blend Crafters, Vol. 1",My Saved Tracks,3:08,0.007,US,0.652,0.766,No,0.098,"west coast hip hop, hip hop",45,0.031
272,Bo Break,Suff Daddy,Suff Sells,My Saved Tracks,1:04,0.096,DE,0.797,0.336,No,0.105,lo-fi hip hop,0,0.166
273,"I Know, Didn't I",Slimkid3,Slimkid3 & DJ Nu-Mark,My Saved Tracks,3:54,0.126,US,0.800,0.637,No,0.110,"west coast hip hop, hip hop",43,0.098
274,Change,Lipka,Grande giocatore,My Saved Tracks,3:02,0.087,,0.937,0.477,No,0.131,—,55,0.089
275,Rumble Strip,Belleruche,The Express,My Saved Tracks,2:41,0.032,GB,0.861,0.679,No,0.129,—,5,0.054
276,Don't Cry to Me - Chinese Man Remix,Dafuniks,Lucy,My Saved Tracks,2:42,0.254,,0.843,0.569,No,0.126,—,39,0.072
277,He Said / She Said,Acantha Lang,Beautiful Dreams,My Saved Tracks,4:02,0.044,GB,0.748,0.934,No,0.207,"soul, singer-songwriter",35,0.084
278,Been Here Before,Schur,The Unsure Mixtape,My Saved Tracks,2:37,0.335,,0.776,0.467,No,0.089,—,39,0.035
279,Boardwalk,The Rollin' Deep,Boardwalk,My Saved Tracks,2:06,0.380,,0.765,0.739,No,0.079,—,47,0.045
280,Feeling Good - Austin Millz Remix,Nina Simone,Feeling Good (Austin Millz Remix),My Saved Tracks,2:30,0.481,US,0.675,0.818,No,0.286,"jazz, soul, blues, vocal jazz, r&b, soul jazz, folk, pop soul, classical",58,0.493
281,Amy,letherette,"Brown Lounge, Vol. 4",My Saved Tracks,1:59,0.521,GB,0.836,0.352,No,0.070,—,18,0.076
282,Te Elijo a Ti,Caro Luna,Cada Día,My Saved Tracks,2:38,0.917,,0.802,0.361,No,0.104,—,43,0.052
283,La de la terraza,Ezequiel Borra,La cantimplora,My Saved Tracks,2:43,0.725,,0.594,0.636,No,0.070,—,42,0.050
284,Cuba,Los Imigrantes,Digital Prayer,My Saved Tracks,2:03,0.832,,0.824,0.307,No,0.070,—,13,0.119
285,Rhinocerus,Thornato,Bennu,My Saved Tracks,2:29,0.046,AR,0.674,0.762,No,0.101,"electronic, hip hop, dance, house, dub",25,0.163
286,Quimbara,Johnny Pacheco,Celia & Johnny,My Saved Tracks,4:51,0.741,DO,0.600,0.633,No,0.048,"latin, salsa",8,0.067
287,I Like It Like That,Pete Rodriguez,I Like It Like That,My Saved Tracks,4:25,0.680,PR,0.596,0.700,No,0.623,"boogaloo, salsa, latin",65,0.032
288,Navajo,Masego,Navajo,My Saved Tracks,3:14,0.117,US,0.567,0.593,No,0.248,"contemporary r&b, alternative r&b, jazz, neo soul",75,0.288
289,Hangover Blues,Poldoore,Bust Free 20,My Saved Tracks,2:36,0.051,BE,0.660,0.481,No,0.152,"hip hop, chillwave, instrumental hip hop, lo-fi, boom bap, lo-fi hip hop, downtempo, instrumental",41,0.029
290,I Believe,The Cancel,No Way to Stay,My Saved Tracks,2:55,0.091,UA,0.731,0.302,No,0.140,"hip hop, downtempo, electronic, jazz, jungle, trip hop, lounge, soul",0,0.048
291,Sexy and I Know It,TEEMID,Sexy and I Know It,My Saved Tracks,3:33,0.009,,0.877,0.639,No,0.224,—,62,0.058
292,Water Flow,Klyne,Klyne,My Saved Tracks,3:43,0.592,NL,0.781,0.426,No,0.109,electronic,72,0.032
293,Woop Baby,letherette,"Brown Lounge, Vol. 4",My Saved Tracks,2:07,0.478,GB,0.659,0.590,No,0.116,—,54,0.270
294,Me la Llevo,Javi Medina,Me la Llevo,My Saved Tracks,2:46,0.379,ES,0.888,0.609,No,0.038,—,52,0.201
295,Recordando a Bob,Javi Cantero,Sin Pedigrí,My Saved Tracks,3:47,0.070,,0.680,0.395,No,0.174,—,0,0.263
296,Get Lively,Chill Bump,Adventures,My Saved Tracks,3:39,0.234,FR,0.670,0.780,No,0.077,—,0,0.341
297,Remedios,Club del Río,Sustancia,My Saved Tracks,4:55,0.757,ES,0.465,0.340,No,0.201,—,38,0.038
298,3 Tage am Meer,AnnenMayKantereit,Es ist Abend und wir sitzen bei mir,My Saved Tracks,3:18,0.227,DE,0.840,0.657,No,0.089,"pop, rock",62,0.054
299,Platero,Israel Fernández,Platero,My Saved Tracks,3:24,0.900,ES,0.819,0.578,No,0.133,flamenco,38,0.082
300,No Eres Tú,Chukky,No Eres Tú,My Saved Tracks,3:16,0.796,,0.820,0.593,No,0.107,—,50,0.075
301,50 Abrazos,Javi Medina,50 Abrazos,My Saved Tracks,4:17,0.853,ES,0.583,0.455,No,0.076,—,33,0.129
302,Bone Jacked & Buggin'Out,Dafuniks,Enter the Sideshow Groove,My Saved Tracks,2:11,0.241,,0.821,0.555,No,0.257,—,37,0.067
303,The Road Is Ruff,Wax Tailor,By Any Beats Necessary,My Saved Tracks,3:46,0.602,FR,0.768,0.674,No,0.277,"trip hop, hip hop, downtempo, electronic, electronica, acid jazz",0,0.036
304,Ms. Ho,Onra,Chinoiseries pt 2,My Saved Tracks,1:56,0.023,FR,0.574,0.542,No,0.288,"hip hop, future funk",53,0.138
305,Ain't Nobody Change My Mind,Moderator,Street Bangerz Volume 10,My Saved Tracks,1:57,0.117,GR,0.603,0.638,No,0.313,"instrumental, hip hop, instrumental hip hop, downtempo, lo-fi, lo-fi hip hop, chillwave, boom bap, trip hop",31,0.056
306,Once Upon a Time,Chinese Man,"The Groove Sessions, Vol. 3",My Saved Tracks,3:41,0.291,FR,0.671,0.589,No,0.092,hip hop,43,0.274
307,Planet X,Calimossa,Habaneros,My Saved Tracks,3:12,0.070,US,0.671,0.608,No,0.561,—,59,0.560
308,Mediterráneo,Miguelichi López,A{TEMPO},My Saved Tracks,3:22,0.144,,0.644,0.682,No,0.072,—,42,0.131
309,Joy (with Ann Nesby),Bakermat,Joy (with Ann Nesby),My Saved Tracks,2:59,0.041,NL,0.655,0.767,No,0.215,tech house,36,0.048
310,ok,zeck,sorry i've been asleep,My Saved Tracks,2:38,0.884,DE,0.843,0.416,No,0.106,—,45,0.043
311,Duérmete (feat. Travis Birds),Tu Otra Bonita,Crema,My Saved Tracks,3:04,0.829,,0.567,0.431,No,0.177,—,45,0.034
312,Querencia - Tangos,Israel Fernández,Amor,My Saved Tracks,4:16,0.713,ES,0.578,0.535,No,0.114,flamenco,39,0.155
313,Yo Voy A Perder El Sentío - Fandangos / Edit Version,Israel Fernández,Yo Voy A Perder El Sentío (Fandangos / Edit Version),My Saved Tracks,3:28,0.901,ES,0.454,0.560,No,0.754,flamenco,23,0.076
314,Go Out,KYTES,Good Luck,My Saved Tracks,2:34,0.150,DE,0.731,0.654,No,0.108,"indie pop, electropop",51,0.131
315,Lost out Here,Samuel Miller,Lost out Here,My Saved Tracks,3:01,0.781,,0.759,0.443,No,0.109,—,41,0.056
316,A Child's Tale,Bukahara,Phantasma,My Saved Tracks,2:59,0.865,DE,0.668,0.398,No,0.217,"pop, neofolk, gypsy jazz",45,0.046
317,You & Me,MEUTE,You & Me,My Saved Tracks,5:06,0.652,DE,0.661,0.548,No,0.091,"techno, brass band, trance",54,0.041
318,Empújame,L' auu,RevolucionA,My Saved Tracks,2:41,0.794,,0.842,0.454,No,0.107,—,3,0.120
319,Aurora,Jairo deRemache,Casa,My Saved Tracks,3:09,0.861,ES,0.511,0.339,No,0.127,—,7,0.228
320,El Plebeyo,Fernando Fernandez,Un Corazón y Otros Éxitos Románticos,My Saved Tracks,3:17,0.852,MX,0.526,0.122,No,0.222,"bolero, ranchera",29,0.281
321,Que Me Des Tu Cariño,Juan Luis Guerra 4.40,La Llave De Mi Corazon,My Saved Tracks,3:28,0.793,DO,0.792,0.546,No,0.163,"latin pop, bachata, merengue, salsa, latin",63,0.029
322,Y la Felicidad Qué,Canserbero,Vida,My Saved Tracks,4:56,0.434,VE,0.720,0.827,No,0.263,"hip hop, rap rock",64,0.384
323,Las Avispas,Juan Luis Guerra 4.40,Para Ti,My Saved Tracks,3:17,0.544,DO,0.814,0.944,No,0.064,"latin pop, bachata, merengue, salsa, latin",72,0.053
324,Pensando en Ti,Canserbero,Vida,My Saved Tracks,4:04,0.597,VE,0.434,0.758,No,0.248,"hip hop, rap rock",68,0.312
325,Stupid Love Story,Canserbero,Apa y Can,My Saved Tracks,4:46,0.501,VE,0.756,0.532,No,0.509,"hip hop, rap rock",75,0.370
326,Ourson,Camel Power Club,Sputnik II,My Saved Tracks,2:41,0.804,FR,0.729,0.379,No,0.070,pop,57,0.089
327,For What It's Worth,Buffalo Springfield,Buffalo Springfield,My Saved Tracks,2:33,0.406,US,0.653,0.519,No,0.101,"folk rock, rock, country rock, psychedelic rock, psychedelic folk, hard rock, pop rock, baroque pop, folk pop",81,0.050
328,ÇEM3NT0 (La Huida),Astola y Ratón,ÇEM3NT0 (La Huida),My Saved Tracks,3:56,0.348,ES,0.694,0.579,No,0.311,—,25,0.072
329,UP!,Forrest Frank,UP!,My Saved Tracks,2:16,0.034,US,0.785,0.778,No,0.072,contemporary christian,67,0.125
330,lose your kryptonite.,tylerhateslife,lose your kryptonite.,My Saved Tracks,3:13,0.266,US,0.712,0.398,No,0.111,—,63,0.232
331,Bridge The Gap,Tribeqa,Tribeqa,My Saved Tracks,2:55,0.212,FR,0.848,0.679,No,0.435,"jazz, soul",23,0.209
332,The Door,Teddy Swims,I've Tried Everything But Therapy (Part 1),My Saved Tracks,3:32,0.019,US,0.731,0.861,No,0.123,"soul, pop soul, pop, rock, alternative rock, country",88,0.053
333,La Vida Sin Ti,Rels B,a new star (1 9 9 3),My Saved Tracks,2:44,0.470,ES,0.642,0.388,No,0.092,—,67,0.476
334,Half of forever,Henrik,Half of forever,My Saved Tracks,2:33,0.733,US,0.750,0.313,No,0.259,—,65,0.030
335,Magic,Jordan Mackampa,Foreigner,My Saved Tracks,3:13,0.429,GB,0.646,0.650,No,0.101,—,37,0.063
336,When It's Sweet,Otis Junior,Rising with It,My Saved Tracks,2:40,0.302,US,0.824,0.489,No,0.089,—,0,0.069
337,Coming Home,Leon Bridges,Coming Home (Deluxe),My Saved Tracks,3:26,0.461,US,0.424,0.465,No,0.154,"r&b, soul, smooth soul, neo soul",77,0.030
338,Black Leaves,KIRBY,Black Leaves,My Saved Tracks,1:44,0.783,US,0.660,0.254,No,0.362,—,64,0.045
339,Never Be Apart,TEEKS,The Grapefruit Skies,My Saved Tracks,3:18,0.191,NZ,0.487,0.308,No,0.121,—,0,0.048
340,Hear Me,The Buttshakers,Arcadia,My Saved Tracks,2:36,0.010,FR,0.733,0.729,No,0.174,"soul, funk, r&b",43,0.036
341,Feet Keep Moving,Natural Self,The Art of Vibration,My Saved Tracks,3:06,0.205,GB,0.735,0.501,No,0.105,—,10,0.065
342,Is It Me,St. Paul & The Broken Bones,Sea of Noise,My Saved Tracks,2:13,0.879,US,0.269,0.164,No,0.122,"southern soul, soul",40,0.039
343,De Mi Muerte,Canserbero,Muerte,My Saved Tracks,3:41,0.282,VE,0.507,0.780,No,0.060,"hip hop, rap rock",53,0.445
344,Move On,Isaac Chambers,Isaac Chambers & Dub Princess,My Saved Tracks,5:36,0.066,NZ,0.915,0.401,No,0.124,electronic,54,0.184
